"1";"severe";"";""
"1";"sewer.,0";"";""
"1";"shallow";"";""
"1";"shoe";"";""
"1";"shooters";"";""
"1";"short.,0";"";""
"1";"Shots";"";""
"1";"should.,0";"";""
"1";"shouting";"";""
"1";"side.,0";"";""
"1";"signal.,0";"";""
"1";"SIM.,0";"";""
"1";"since.,0";"";""
"1";"sins";"";""
"1";"sizes";"";""
"1";"sliced";"";""
"1";"slow-moving";"";""
"1";"slowly";"";""
"1";"smaller";"";""
"1";"smartphone.,0";"";""
"1";"smudged";"";""
"1";"snap!,0";"";""
"1";"snug";"";""
"1";"solidify";"";""
"1";"something!,0";"";""
"1";"somewhere";"";""
"1";"son";"";""
"1";"sony";"";""
"1";"sorely";"";""
"1";"Sound";"";""
"1";"sound-wise.,0";"";""
"1";"sounded";"";""
"1";"sources";"";""
"1";"speaker";"";""
"1";"SPEAKERPHONE!!!!,0";"";""
"1";"special...and";"";""
"1";"specially";"";""
"1";"speed.,0";"";""
"1";"spices";"";""
"1";"spotty";"";""
"1";"Sprint";"";""
"1";"stale!,0";"";""
"1";"StarTac";"";""
"1";"static";"";""
"1";"staying";"";""
"1";"Steak.,0";"";""
"1";"steakhouse";"";""
"1";"stomach.,0";"";""
"1";"stood";"";""
"1";"stops";"";""
"1";"storage";"";""
"1";"strange";"";""
"1";"stratus";"";""
"1";"stress";"";""
"1";"stretch";"";""
"1";"Strip";"";""
"1";"study";"";""
"1";"style!!,0";"";""
"1";"sub";"";""
"1";"Subway";"";""
"1";"sucked.,0";"";""
"1";"sudden";"";""
"1";"suddenly";"";""
"1";"suggest";"";""
"1";"sunglasses";"";""
"1";"superfast";"";""
"1";"surprised";"";""
"1";"surroundings";"";""
"1";"Sushi";"";""
"1";"sweet";"";""
"1";"sync.,0";"";""
"1";"T-Mobile";"";""
"1";"T-mobile";"";""
"1";"Taco";"";""
"1";"tacos";"";""
"1";"talented";"";""
"1";"Talk";"";""
"1";"tape";"";""
"1";"technology";"";""
"1";"telephone";"";""
"1";"temp.I";"";""
"1";"tepid";"";""
"1";"Terrible";"";""
"1";"TERRIBLE.,0";"";""
"1";"Texas";"";""
"1";"text";"";""
"1";"that?,0";"";""
"1";"theory";"";""
"1";"thereplacement,0";"";""
"1";"these.,0";"";""
"1";"thing.,0";"";""
"1";"thorn";"";""
"1";"though.,0";"";""
"1";"tick";"";""
"1";"ticking";"";""
"1";"Time";"";""
"1";"time!,0";"";""
"1";"time!.,0";"";""
"1";"timeframe";"";""
"1";"today.,0";"";""
"1";"toilet";"";""
"1";"tolerance";"";""
"1";"tomato";"";""
"1";"tool";"";""
"1";"tops";"";""
"1";"touched";"";""
"1";"touches";"";""
"1";"tracking";"";""
"1";"traditional";"";""
"1";"trailer";"";""
"1";"train/roller";"";""
"1";"tremendously";"";""
"1";"treo";"";""
"1";"tricky";"";""
"1";"trippy";"";""
"1";"trumpeter";"";""
"1";"trust";"";""
"1";"tuna";"";""
"1";"Tungsten";"";""
"1";"TWO";"";""
"1";"two.,0";"";""
"1";"unacceptible";"";""
"1";"under-services";"";""
"1";"undercooked";"";""
"1";"undercooked.,0";"";""
"1";"unexperienced";"";""
"1";"Unfaithful";"";""
"1";"unfortunately";"";""
"1";"unintelligible";"";""
"1";"units";"";""
"1";"unnecessary";"";""
"1";"unpredictable";"";""
"1";"unprofessional";"";""
"1";"unreliable.,0";"";""
"1";"unsatisfactory,0";"";""
"1";"unwelcome";"";""
"1";"unwrapped";"";""
"1";"upgrade";"";""
"1";"upload";"";""
"1";"upstairs";"";""
"1";"USB";"";""
"1";"used.,0";"";""
"1";"USELESS";"";""
"1";"USELESS!,0";"";""
"1";"Using";"";""
"1";"v1.15g";"";""
"1";"V265";"";""
"1";"V3c";"";""
"1";"veal";"";""
"1";"vegetables).,0";"";""
"1";"Vegetarian";"";""
"1";"VERIZON";"";""
"1";"vibe";"";""
"1";"videos";"";""
"1";"villain";"";""
"1";"visor";"";""
"1";"W810i";"";""
"1";"waaay";"";""
"1";"waiter.,0";"";""
"1";"Waiting";"";""
"1";"wake";"";""
"1";"WANTED.,0";"";""
"1";"warmth";"";""
"1";"warnings";"";""
"1";"was.,0";"";""
"1";"wash";"";""
"1";"waste.,0";"";""
"1";"watered";"";""
"1";"WAY";"";""
"1";"WEAK";"";""
"1";"weaker";"";""
"1";"wear.,0";"";""
"1";"Wedding";"";""
"1";"weeks.,0";"";""
"1";"were!,0";"";""
"1";"while.,0";"";""
"1";"whistles";"";""
"1";"white";"";""
"1";"WHITE";"";""
"1";"why.,0";"";""
"1";"Wienerschnitzel";"";""
"1";"Wife";"";""
"1";"wife's";"";""
"1";"wife-to-be";"";""
"1";"wind";"";""
"1";"Windows";"";""
"1";"wire";"";""
"1";"wit";"";""
"1";"wobbly";"";""
"1";"wonder";"";""
"1";"worked.,0";"";""
"1";"workers";"";""
"1";"working!!!!!!!!!,0";"";""
"1";"working.,0";"";""
"1";"worry";"";""
"1";"wound";"";""
"1";"wrong.First,0";"";""
"1";"ya'all";"";""
"1";"yay";"";""
"1";"you.,0";"";""
"1";"young";"";""
"1";"youthful";"";""
"1";"yummy";"";""
