,text,sentiment
1947,I was VERY disappointed!!,0
1948,This place is horrible and way overpriced.,0
1949,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0
1950,It wasn't busy at all and now we know why.,0
1951,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0
1952,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0
1953,Con: spotty service.,0
1954,"The fries were not hot, and neither was my burger.",0
1955,But then they came back cold.,0
1956,"Then our food came out, disappointment ensued.",0
1957,The real disappointment was our waiter.,0
1958,My husband said she was very rude... did not even apologize for the bad food or anything.,0
1959,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0
1960,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0
1961,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0
1962,She was quite disappointed although some blame needs to be placed at her door.,0
1963,After all the rave reviews I couldn't wait to eat here......what a disappointment!,0
1964,Del Taco is pretty nasty and should be avoided if possible.,0
1965,It's NOT hard to make a decent hamburger.,0
1966,But I don't like it.,0
1967,Hell no will I go back,0
1968,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0
1969,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0
1970,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0
1971,The ambiance isn't much better.,0
1972,"Unfortunately, it only set us up for disapppointment with our entrees.",0
1973,The food wasn't good.,0
1974,"Your servers suck, wait, correction, our server Heimer sucked.",0
1975,What happened next was pretty....off putting.,0
1976,"too bad cause I know it's family owned, I really wanted to like this place.",0
1977,Overpriced for what you are getting.,0
1978,I vomited in the bathroom mid lunch.,0
1979,"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0
1980,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0
1981,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0
1982,Food was below average.,0
1983,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0
1984,"All in all, Ha Long Bay was a bit of a flop.",0
1985,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0
1986,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0
1987,"It lacked flavor, seemed undercooked, and dry.",0
1988,It really is impressive that the place hasn't closed down.,0
1989,I would avoid this place if you are staying in the Mirage.,0
1990,The refried beans that came with my meal were dried out and crusty and the food was bland.,0
1991,Spend your money and time some place else.,0
1992,A lady at the table next to us found a live green caterpillar In her salad.,0
1993,the presentation of the food was awful.,0
1994,I can't tell you how disappointed I was.,0
1995,I think food should have flavor and texture and both were lacking.,0
1996,Appetite instantly gone.,0
1997,Overall I was not impressed and would not go back.,0
1998,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0
1999,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0
2000,So there is no way for me to plug it in here in the US unless I go by a converter.,0
2003,Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!,0
2005,I have to jiggle the plug to get it to line up right to get decent volume.,0
2006,"If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.",0
2008,"Needless to say, I wasted my money.",0
2009,What a waste of money and time!.,0
2012,If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.,0
2014,"The design is very odd, as the ear ""clip"" is not very comfortable at all.",0
2016,I advise EVERYONE DO NOT BE FOOLED!,0
2019,It clicks into place in a way that makes you wonder how long that mechanism would last.,0
2020,"I went on Motorola's website and followed all directions, but could not get it to pair again.",0
2022,The commercials are the most misleading.,0
2024,I bought it for my mother and she had a problem with the battery.,0
2027,I didn't think that the instructions provided were helpful to me.,0
2028,People couldnt hear me talk and I had to pull out the earphone and talk on the phone.,0
2029,Doesn't hold charge.,0
2030,"This is a simple little phone to use, but the breakage is unacceptible.",0
2032,It is unusable in a moving car at freeway speed.,0
2033,I have two more years left in this contract and I hate this phone.,0
2035,You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.,0
2037,Poor Talk Time Performance.,0
2039,worthless product.,0
2041,I was not impressed by this product.,0
2043,I only hear garbage for audio.,0
2046,Who in their right mind is gonna buy this battery?.,0
2047,AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.,0
2049,Disappointed with battery.,0
2050,Not loud enough and doesn't turn on like it should.,0
2056,VERY DISAPPOINTED.,0
2059,The buttons for on and off are bad.,0
2060,Essentially you can forget Microsoft's tech support.,0
2063,Buy a different phone - but not this.,0
2064,You have to hold the phone at a particular angle for the other party to hear you clearly.,0
2065,The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.,0
2066,"A week later after I activated it, it suddenly died.",0
2070,Mic Doesn't work.,0
2071,"Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.",0
2076,Do Not Buy for D807...wrongly advertised for D807.,0
2079,I purchased this and within 2 days it was no longer working!!!!!!!!!,0
2081,Not a good bargain.,0
2083,The battery runs down quickly.,0
2084,"This item worked great, but it broke after 6 months of use.",0
2087,The construction of the headsets is poor.,0
2090,"For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.",0
2093,The ear buds only play music in one ear.,0
2094,Dont waste your money...,0
2096,If you plan to use this in a car forget about it.,0
2097,I found this product to be waaay too big.,0
2099,I'm very disappointed with my decision.,0
2101,"Buyer Beware, you could flush money right down the toilet.",0
2104,I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.,0
2106,"That's a huge design flaw (unless I'm not using it correctly, which I don't think is the case).",0
2108,"The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.",0
2109,I purcashed this for the car charger and it does not work.,0
2116,i got this phone around the end of may and i'm completely unhappy with it.,0
2121,Could not get strong enough signal.,0
2123,Bad Quality.,0
2126,Basically the service was very bad.,0
2127,it did not work in my cell phone plug i am very up set with the charger!.,0
2129,The BT headset was such a disapoinment.,0
2134,Buyer--Be Very Careful!!!!!.,0
2135,The majority of the Logitech earbud headsets failed.,0
2138,In my house I was getting dropped coverage upstairs and no coverage in my basement.,0
2140,What a waste.,0
2141,"During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.",0
2142,I was not happy with this item.,0
2143,very disappointed.,0
2144,The phone takes FOREVER to charge like 2 to 5 hours literally.,0
2146,What a waste of time!,0
2147,Its reception is very very poor.,0
2148,Items stated as included from the description ARE NOT INCLUDED.,0
2149,"After 3 months, screen just went black all of a sudden.",0
2150,I Was Hoping for More.,0
2151,"Audio Quality is poor, very poor.",0
2154,I've bought $5 wired headphones that sound better than these.,0
2160,"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.",0
2162,This is essentially a communications tool that does not communicate.,0
2164,"I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.",0
2166,Doesn't work at all.. I bougth it for my L7c and its not working.,0
2168,doesn't last long.,0
2169,One thing I hate is the mode set button at the side.,0
2171,Thank you for wasting my money.,0
2172,How can that be?The audio quality is poor.,0
2177,"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.",0
2178,It only recognizes the Phone as its storage device.,0
2179,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0
2180,Don't buy this product.,0
2181,I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.,0
2183,"I have this phone and it is a thorn in my side, I really abhor it.",0
2184,I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,0
2186,Design Flaw?.,0
2188,Waste of 13 bucks.,0
2189,"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",0
2190,The replacement died in a few weeks.,0
2193,I have had problems wit hit dropping signal and more.,0
2194,Not impressed.,0
2197,Bad Choice.,0
2198,The pleather case doesn't fit.,0
2199,"useless phone, simply deaf.",0
2202,It makes very strange ticking noises before it ends the call.,0
2204,Battery lasts only a few hours.,0
2209,We are sending it back.,0
2210,I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0
2211,"If you hate earbugs, avoid this phone by all means.",0
2217,"I also didn't like the ""on"" button, it felt like it would crack with use.",0
2218,WORST PHONE EVER.,0
2220,Freezes frequently4.,0
2221,It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.,0
2223,"All in all, I'd expected a better consumer experience from Motorola.",0
2224,There's a horrible tick sound in the background on all my calls that I have never experienced before.,0
2227,I'm a bit disappointed.,0
2228,"I have had this phone for over a year now, and I will tell you, its not that great.",0
2229,I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,0
2230,The battery is completely useless to me.,0
2231,What a big waste of time.,0
2232,Don't waste your $$$ on this one.,0
2239,Do not make the same mistake as me.,0
2240,Big Disappointment with calendar sync.,0
2241,the phone was unusable and was not new.,0
2242,Worst Customer Service Ever.,0
2243,"No additional ear gels provided, and no instructions whatsoever.",0
2244,It defeats the purpose of a bluetooth headset.,0
2248,Internet is excrutiatingly slow.,0
2254,This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it,0
2255,poor quality and service.,0
2256,"The cable looks so thin and flimsy, it is scary.",0
2263,Absolutel junk.,0
2264,THAT one didn't work either.,0
2266,Returned 8 hours later.,0
2268,Don't waste your money!.,0
2270,"Not only will it drain your player, but may also potentially fry it.",0
2272,Unreliable - I'm giving up.,0
2274,Avoid this one if you can.,0
2276,I wasted my little money with this earpiece.,0
2282,"First of all, it doesn't wear well.",0
2286,I wouldn't recommend buying this product.,0
2287,Piece of Junk.,0
2288,Poorly contstruct hinge.,0
2291,Don't buy it.,0
2293,DO NOT PURCHASE THIS PHONE.,0
2298,Customer service was terrible.,0
2299,Battery life still not long enough in Motorola Razor V3i.,0
2300,Sending it back.,0
2307,"As many people complained, I found this headset's microphone was very weak.",0
2308,My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.,0
2309,They do not care about the consumer one bit.,0
2311,The instruction manual is lacking.,0
2314,The battery is unreliable as well as the service use antena.,0
2315,It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).,0
2318,I want my money back.,0
2321,I ordered this product first and was unhappy with it immediately.,0
2322,The Ngage is still lacking in earbuds.,0
2324,"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.",0
2326,"However-the riingtones are not the best, and neither are the games.",0
2327,The plug did not work very well.,0
2328,AMAZON SUCKS.,0
2329,Rip off---- Over charge shipping.,0
2335,1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,0
2336,Obviously there is a problem with the adhesive.,0
2337,Very disappointing.,0
2338,"It was an inexpensive piece, but I would still have expected better quality.",0
2339,It is practically useless and did not add any kind of boost to my reception after I bought it.,0
2341,Was not happy.,0
2342,A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0
2344,Worst customer service.,0
2346,Reception is terrible and full of static.,0
2349,"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0
2350,Were JERKS on the phone.,0
2353,Their network coverage in Los Angeles is horrible.,0
2354,Excellent starter wireless headset.,0
2355,"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",0
2356,The only thing that I think could improve is the sound leaks out from the headset.,0
2357,"First off the reception sucks, I have never had more than 2 bars, ever.",0
2358,The phone gets EXTREMELY HOT!,0
2361,"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0
2363,"bad fit, way too big.",0
2366,Waste of money.,0
2370,"I'll be drivng along, and my headset starts ringing for no reason.",0
2373,The worst phone I've ever had.... Only had it for a few months.,0
2374,Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0
2375,This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0
2377,This is a VERY average phone with bad battery life that operates on a weak network.,0
2379,Soyo technology sucks.,0
2382,Same problem as others have mentioned.,0
2385,The worst piece of crap ever along with the Verizon customer service.,0
2386,Poor sound quality.,0
2391,The picture resolution is far below what other comparably-priced phones are offering today.,0
2396,"Using all earpieces, left or right, this thing will not stay on my ear.",0
2399,Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0
2400,what a disappointment,0
2404,don't waste your money and time.,0
2406,"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0
2409,I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0
2410,I'll be looking for a new earpiece.,0
2413,We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0
2414,After a year the battery went completely dead on my headset.,0
2417,This is the first phone I've had that has been so cheaply made.,0
2418,"Att is not clear, sound is very distorted and you have to yell when you talk.",0
2419,The plastic breaks really easy on this clip.,0
2421,Don't make the same mistake I did.,0
2422,Oh and I forgot to also mention the weird color effect it has on your phone.,0
2424,Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0
2427,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0
2432,Low Quality.,0
2435,Warning - Stay away.,0
2436,I wish I could return the unit and get back my money.,0
2438,I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0
2439,"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0
2440,Very Displeased.,0
2441,"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0
2442,They made this case too small and is very difficult to install.,0
2446,Does not fit.,0
2449,There's really nothing bad I can say about this headset.,0
2453,I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0
2454,I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0
2455,Not good when wearing a hat or sunglasses.,0
2459,Horrible phone.,0
2460,BT50 battery junk!.,0
2462,Cant get the software to work with my computer.,0
2463,Disappointed!.,0
2464,poor voice clarity.,0
2466,No buyers remorse on this one!.,0
2467,Very disappointed in AccessoryOne.,0
2468,I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0
2471,The update procedure is difficult and cumbersome.,0
2472,Disappointment.. I hate anything that goes in my ear.,0
2476,"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0
2477,The volume switch rocketed out of the unit to a destination unknown.,0
2479,I'd like to return it.,0
2481,"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0
2485,A Disappointment.,0
2486,Its not user friendly.,0
2487,Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0
2488,"Then I exchanged for the same phone, even that had the same problem.",0
2489,This results in the phone being either stuck at max volume or mute.,0
2494,Pretty piece of junk.,0
2495,Plug was the wrong size.,0
2497,Save your money.... I've had this item for 11 months now.,0
2498,Bad Purchase.,0
2502,Defective crap.,0
2503,I would have given no star if I was able.,0
2505,"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0
2506,I would not recommend this item to anyone.,0
2507,The holster that arrived did not match the photo in the ad.,0
2509,"As an earlier review noted, plug in this charger and nothing happens.",0
2511,You never know if you pushed it hard enough or the right number of times for the function you want or not.,0
2519,I am not impressed with this and i would not recommend this item to anyone.,0
2520,My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0
2525,REALLY UGLY.,0
2526,"horrible, had to switch 3 times.",0
2528,No real improvement.,0
2531,They refuse to refund or replace.,0
2532,Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0
2533,So I basically threw my money out the window for nothing.,0
2535,All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0
2539,none of the new ones have ever quite worked properly.,0
2541,I've missed numerous calls because of this reason.,0
2542,"Perhaps my phone is defective, but people cannot hear me when I use this.",0
2543,Don't buy this product.,0
2544,"sucked, most of the stuff does not work with my phone.",0
2546,Worst software ever used.... If I could give this zero stars I would.,0
2547,Trying to make a call on these is an exercise in frustration.,0
2548,The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0
2554,I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0
2555,It's AGGRAVATING!,0
2559,"None of it works, just don't buy it.",0
2560,"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0
2561,Please dont waste your money.,0
2563,"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0
2564,Yet Plantronincs continues to use the same flawed charger design.,0
2565,Disapointing Results.,0
2566,Cumbersome design.,0
2569,It's A PIECE OF CRAP!,0
2570,"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0
2572,Worst ever.,0
2575,"I can barely ever hear on it and am constantly saying ""what?""",0
2576,The battery life is highly unacceptable.,0
2577,That company is a joke.,0
2579,Due to this happening on every call I was forced to stop using this headset.,0
2581,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0
2582,"Voice Quality, Signal Strength, Dropped Calls.",0
2585,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0
2587,Also difficult to put on.I'd recommend avoiding this product.,0
2588,"I only used it two days, and it wasn't always easy to hear with.",0
2589,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0
2590,Sprint - terrible customer service.,0
2595,"What possesed me to get this junk, I have no idea...",0
2596,Piece of trash.,0
2601,"The real killer is the volume, and of course it breaking.",0
2604,Poor Construction.,0
2605,This is infuriating.,0
2607,Sprint charges for this service.,0
2608,"It is cheap, and it feel and look just as cheap.",0
2610,It doesn't work in Europe or Asia.,0
2614,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0
2615,the charger worked for about a week and then completely stopped charging my phone.,0
2616,Poor product.,0
2617,However I needed some better instructions.,0
2618,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0
2620,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0
2621,DO NOT BUY DO NOT BUYIT SUCKS,0
2623,"Plus, I seriously do not believe it is worth its steep price point.",0
2625,Very Dissapointing Performance.,0
2626,Don't make the same mistake that I did and please don't buy this phone.,0
2627,This phone might well be the worst I've ever had in any brand.,0
2628,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0
2630,Don't bother - go to the store.,0
2633,You get what you pay for I guess.,0
2637,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0
2639,Disappointing accessory from a good manufacturer.,0
2640,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0
2642,"Obviously they have a terrible customer service, so you get what you pay for.",0
2644,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0
2645,Linksys should have some way to exchange a bad phone for a refurb unit or something!,0
2648,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0
2650,Battery is terrible.,0
2652,The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0
2653,Utter crap.. Sound quality is TERRIBLE.,0
2654,"The charger arrived within the promised timeframe, but it did not work.",0
2656,"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0
2658,Talk about USELESS customer service.,0
2659,"It felt too light and ""tinny."".",0
2660,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0
2665,I could not recommend these more.,0
2667,"Looks good in the picture, but this case was a huge disappointment!!",0
2670,its extremely slow and takes forever to do anything with it.,0
2671,"A must study for anyone interested in the ""worst sins"" of industrial design.",0
2672,The first thing that happened was that the tracking was off.,0
2674,Then I had to continue pairing it periodically since it somehow kept dropping.,0
2675,Can't upload ringtones from a third party.,0
2676,"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0
2677,Truly awful.,0
2680,And none of the tones is acceptable.,0
2681,camera color balance is AWFUL.,0
2682,"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0
2684,Chinese Forgeries Abound!.,0
2686,The instructions didn't explain that a microphone jack could be used.,0
2687,i would advise to not purchase this item it never worked very well.,0
2688,Too bad you have to pay up to $$$ a month for the service!,0
2690,The nokia CA-42 USB cable did not work with my phone.,0
2693,"The biggest complaint I have is, the battery drains superfast.",0
2694,The design might be ergonomic in theory but I could not stand having these in my ear.,0
2695,Do NOT buy if you want to use the holster.,0
2697,It doesn't make you look cool.,0
2700,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0
2704,So just beware.,0
2706,So anyone near you will hear part of your conversation.,0
2708,I bought this phone as a replacement for my StarTac and have regretted it since.,0
2710,Can't store anything but phone numbers to SIM.,0
2711,"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0
2712,Poor quality.,0
2714,Not worth it.,0
2715,The phone crashed completely and now I have to get it replaced.,0
2717,"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0
2719,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0
2723,Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0
2729,After receiving and using the product for just 2 days it broke.,0
2731,None of the three sizes they sent with the headset would stay in my ears.,0
2734,We have tried 2 units and they both failed within 2 months.. Pros,0
2741,"Couldn't use the unit with sunglasses, not good in Texas!",0
2742,It dit not work most of the time with my Nokia 5320.,0
2743,"Bought mainly for the charger, which broke soon after purchasing.",0
2744,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0
2746,"stay away from this store, be careful.",0
2748,Does not fit.,0
2751,disappointing.,0
2754,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0
2755,Then a few days later the a puff of smoke came out of the phone while in use.,0
2757,The nano stated it.My son was dissapointed.,0
2760,Would not reccommend.,0
2763,This particular model would not work with my Motorola Q smartphone.,0
2764,wont work right or atleast for me.,0
2765,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0
2766,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0
2767,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0
2770,AFter the first charge kept going dead after 12 minutes.,0
2771,"VERY cheap plastic, creaks like an old wooden floor.",0
2772,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0
2779,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0
2780,I am sorry I made this purchase.,0
2781,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0
2782,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0
2783,It was horrible!.,0
2784,I don't think it would hold it too securly on your belt.,0
2785,This allows the possibility of double booking for the same date and time after the first.,0
2786,They work about 2 weeks then break.,0
2789,I can't use this case because the smell is disgusting.,0
2790,NOT WHAT I WANTED.,0
2794,"The internet access was fine, it the rare instance that it worked.",0
2798,$50 Down the drain.,0
2799,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0
2803,"If there is a wind, it is completely useless.",0
2805,Does Not Work.,0
2806,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0
2810,Improper description.... I had to return it.,0
2814,Battery has no life.,0
2815,I checked everywhere and there is no feature for it which is really disappointing.,0
2818,Doesn't do the job.,0
2824,Awkward to use and unreliable.,0
2826,Not as good as I had hoped.,0
2828,Doesn't Work.,0
2830,Unfortunately it did not work.,0
2831,All three broke within two months of use.,0
2832,dont buy it.,0
2833,"My father has the V265, and the battery is dying.",0
2834,"However, the ear pads come off easily and after only one week I lost one.",0
2835,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0
2836,"Horrible, horrible protector.",0
2837,I don't like this Nokia either.,0
2838,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0
2839,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0
2840,It would take too long to describe how bad my customer service experience has been with Amazon.,0
2841,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0
2842,Terrible.. My car will not accept this cassette.,0
2843,"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0
2844,It's not what it says it is.,0
2845,Stay Away From the Q!.,0
2846,Used and dirty.,0
2847,Very unreliable service from T-mobile !,0
2848,Not good enough for the price.,0
2849,I bought two of them and neither will charge.,0
2853,These products cover up the important light sensor above the ear outlet.,0
2855,Just does not work.,0
2856,Poor Reliability.,0
2858,"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0
2859,"Terrible product, and waste of money!",0
2860,Last time buying from you.,0
2861,It was a waste of my money.,0
2868,The item received was Counterfeit.,0
2875,This is by far the worst purchase I've made on Amazon.,0
2878,Does not work for listening to music with the cingular 8125.,0
2880,"The bottowm line...another worthless, cheap gimmick from Sprint.",0
2881,Having trouble with volume.,0
2883,WARNING - DO NOT BUY!!.,0
2885,"When it opens, the battery connection is broken and the device is turned off.",0
2886,"I didn't want the clip going over the top of my ear, causing discomfort.",0
2888,Don't trust their website and don't expect any helpful support.,0
2890,The speaker is of low quality so as making the ring tones sound very cheap.,0
2893,Bad Reception.,0
2894,This product is very High quality Chinese CRAP!!!!!!,0
2897,Don't buy this product - It fails!.,0
2898,Everything about this product is wrong.First,0
2900,"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0
2901,Terrible phone holder.,0
2904,Problem is that the ear loops are made of weak material and break easily.,0
2905,Not nearly as good looking as the AMAZON picture makes it look.,0
2907,How stupid is that?,0
2912,It always cuts out and makes a beep beep beep sound then says signal failed.,0
2913,Couldn't figure it out,0
2914,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0
2915,So I had to take the battery out of the phone put it all back together and then restart it.,0
2916,"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0
2919,"Saggy, floppy piece of junk.",0
2921,It also had a new problem.,0
2926,It looses connection to the phone even when it is within a couple feet between the two.,0
2928,Makes it easier to keep up with my bluetooth when I'm not wearing it.,0
2929,As I said above....PRETTY USELESS!,0
2930,Never got it!!!!!,0
2931,This pair of headphones is the worst that I have ever had sound-wise.,0
2932,[...] down the drain because of a weak snap!,0
2933,Does not charge the Cingular (ATT) 8525 phone.,0
2935,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0
2936,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0
2942,"The mic there is a joke, and the volume is quite low.",0
2943,I'm returning them.,0
2944,I does not maintain a connection with the computer while it is on my lap.,0
2949,I had to purchase a different case.,0
2951,Very much disappointed with this company.,0
2953,It didn't charge for me.,0
2955,Buttons are too small.,0
2959,"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0
2965,I cannot make calls at certain places.,0
2966,"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0
2968,This company charge me a restocking fee and still not given me my refund back.,0
2969,I'm trying to return it for a refund.,0
2970,I plugged it in only to find out not a darn thing worked.,0
2972,Earbud piece breaks easily.,0
2973,Lousy product.,0
2974,This phone tries very hard to do everything but fails at it's very ability to be a phone.,0
2979,Not enough volume.,0
2980,Echo Problem....Very unsatisfactory,0
2981,you could only take 2 videos at a time and the quality was very poor.,0
2982,don't waste your money.,0
2983,I am going to have to be the first to negatively review this product.,0
2984,Adapter does not provide enough charging current.,0
2985,"There was so much hype over this phone that I assumed it was the best, my mistake.",0
2986,You also cannot take pictures with it in the case because the lense is covered.,0
2987,Phone falls out easily.,0
2988,"It didn't work, people can not hear me when I talk.",0
2989,The text messaging feature is really tricky to use.,0
2990,I'm really disappointed all I have now is a charger that doesn't work.,0
2991,Painful on the ear.,0
