,text
1319,All the bread is made in-house!
1320,The only downside is the service.
1321,"Also, the fries are without a doubt the worst fries I've ever had."
1322,Service was exceptional and food was a good as all the reviews.
1323,"A couple of months later, I returned and had an amazing meal."
1324,Favorite place in town for shawarrrrrrma!!!!!!
1325,The black eyed peas and sweet potatoes... UNREAL!
1326,You won't be disappointed.
1327,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good."
1328,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00."
1329,When my mom and I got home she immediately got sick and she only had a few bites of salad.
1330,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.
1331,"Both of them were truly unbelievably good, and I am so glad we went back."
1332,"We had fantastic service, and were pleased by the atmosphere."
1333,Everything was gross.
1334,I love this place.
1335,Great service and food.
1336,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!
1337,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed."
1338,"OMG, the food was delicioso!"
1339,There is nothing authentic about this place.
1340,the spaghetti is nothing special whatsoever.
1341,"Of all the dishes, the salmon was the best, but all were great."
1342,The vegetables are so fresh and the sauce feels like authentic Thai.
1343,It's worth driving up from Tucson!
1344,The selection was probably the worst I've seen in Vegas.....there was none.
1345,Pretty good beer selection too.
1346,"This place is like Chipotle, but BETTER."
1347,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!"
1348,5 stars for the brick oven bread app!
1349,"I have eaten here multiple times, and each time the food was delicious."
1350,We sat another ten minutes and finally gave up and left.
1351,He was terrible!
1352,Everyone is treated equally special.
1353,It shouldn't take 30 min for pancakes and eggs.
1354,It was delicious!!!
1355,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat."
1356,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas."
1357,As always the evening was wonderful and the food delicious!
1358,Best fish I've ever had in my life!
1359,(The bathroom is just next door and very nice.)
1360,The buffet is small and all the food they offered was BLAND.
1361,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.
1362,Pretty cool I would say.
1363,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.
1364,Server did a great job handling our large rowdy table.
1365,"I find wasting food to be despicable, but this just wasn't food."
1366,My wife had the Lobster Bisque soup which was lukewarm.
1367,Would come back again if I had a sushi craving while in Vegas.
1368,"The staff are great, the ambiance is great."
1369,He deserves 5 stars.
1370,I left with a stomach ache and felt sick the rest of the day.
1371,They dropped more than the ball.
1372,"The dining space is tiny, but elegantly decorated and comfortable."
1373,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!"
1374,And the beans and rice were mediocre at best.
1375,Best tacos in town by far!!
1376,I took back my money and got outta there.
1377,"In an interesting part of town, this place is amazing."
1378,RUDE & INCONSIDERATE MANAGEMENT.
1379,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes."
1380,I won't be back.
1381,They have great dinners.
1382,The service was outshining & I definitely recommend the Halibut.
1383,The food was terrible.
1384,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.
1385,I don't recommend unless your car breaks down in front of it and you are starving.
1386,I will come back here every time I'm in Vegas.
1387,This place deserves one star and 90% has to do with the food.
1388,This is a disgrace.
1389,Def coming back to bowl next time
1390,"If you want healthy authentic or ethic food, try this place."
1391,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;
1392,"I have been here several times in the past, and the experience has always been great."
1393,We walked away stuffed and happy about our first Vegas buffet experience.
1394,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.
1395,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser."
1396,I'm probably one of the few people to ever go to Ians and not like it.
1397,Kids pizza is always a hit too with lots of great side dish options for the kiddos!
1398,Service is perfect and the family atmosphere is nice to see.
1399,Cooked to perfection and the service was impeccable.
1400,This one is simply a disappointment.
1401,"Overall, I was very disappointed with the quality of food at Bouchon."
1402,I don't have to be an accountant to know I'm getting screwed!
1403,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area."
1404,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.
1405,Left very frustrated.
1406,I'll definitely be in soon again.
1407,Food was really good and I got full petty fast.
1408,Service was fantastic.
1409,TOTAL WASTE OF TIME.
1410,I don't know what kind it is but they have the best iced tea.
1411,"Come hungry, leave happy and stuffed!"
1412,"For service, I give them no stars."
1413,I can assure you that you won't be disappointed.
1414,I can take a little bad service but the food sucks.
1415,Gave up trying to eat any of the crust (teeth still sore).
1416,But now I was completely grossed out.
1417,I really enjoyed eating here.
1418,First time going but I think I will quickly become a regular.
1419,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end."
1420,From what my dinner companions told me...everything was very fresh with nice texture and taste.
1421,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop."
1422,"Furthermore, you can't even find hours of operation on the website!"
1423,We've tried to like this place but after 10+ times I think we're done with them.
1424,What a mistake that was!
1425,No complaints!
1426,This is some seriously good pizza and I'm an expert/connisseur on the topic.
1427,Waiter was a jerk.
1428,"Strike 2, who wants to be rushed."
1429,These are the nicest restaurant owners I've ever come across.
1430,I never come again.
1431,We loved the biscuits!!!
1432,Service is quick and friendly.
1433,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.
1434,So absolutley fantastic.
1435,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.
1436,definitely will come back here again.
1437,I like Steiners because it's dark and it feels like a bar.
1438,Wow very spicy but delicious.
1439,"If you're not familiar, check it out."
1440,I'll take my business dinner dollars elsewhere.
1441,I'd love to go back.
1442,"Anyway, this FS restaurant has a wonderful breakfast/lunch."
1443,Nothing special.
1444,Each day of the week they have a different deal and it's all so delicious!
1445,"Not to mention the combination of pears, almonds and bacon is a big winner!"
1446,Will not be back.
1447,Sauce was tasteless.
1448,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way."
1449,My ribeye steak was cooked perfectly and had great mesquite flavor.
1450,I don't think we'll be going back anytime soon.
1451,Food was so gooodd.
1452,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.
1453,I was so insulted.
1454,The last 3 times I had lunch here has been bad.
1455,The chicken wings contained the driest chicken meat I have ever eaten.
1456,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc."
1457,Nargile - I think you are great.
1458,Best tater tots in the southwest.
1459,We loved the place.
1460,Definitely not worth the $3 I paid.
1461,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.
1462,Im in AZ all the time and now have my new spot.
1463,The manager was the worst.
1464,The inside is really quite nice and very clean.
1465,The food was outstanding and the prices were very reasonable.
1466,I don't think I'll be running back to Carly's anytime soon for food.
1467,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things."
1468,"Love the margaritas, too!"
1469,This was my first and only Vegas buffet and it did not disappoint.
1470,"Very good, though!"
1471,The one down note is the ventilation could use some upgrading.
1472,Great pork sandwich.
1473,Don't waste your time here.
1474,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee."
1475,"Third, the cheese on my friend's burger was cold."
1476,We enjoy their pizza and brunch.
1477,The steaks are all well trimmed and also perfectly cooked.
1478,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.
1479,I LOVED it!
1480,We asked for the bill to leave without eating and they didn't bring that either.
1481,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here."
1482,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.
1483,The selection of food was not the best.
1484,Delicious and I will absolutely be back!
1485,"This isn't a small family restaurant, this is a fine dining establishment."
1486,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.
1487,I dont think I will be back for a very long time.
1488,"It was attached to a gas station, and that is rarely a good sign."
1489,How awesome is that.
1490,I will be back many times soon.
1491,The menu had so much good stuff on it i could not decide!
1492,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings."
1493,CONCLUSION: Very filling meals.
1494,Their daily specials are always a hit with my group.
1495,And then tragedy struck.
1496,The pancake was also really good and pretty large at that.
1497,"This was my first crawfish experience, and it was delicious!"
1498,Their monster chicken fried steak and eggs is my all time favorite.
1499,Waitress was sweet and funny.
1500,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!"
1501,"I'd rather eat airline food, seriously."
1502,Cant say enough good things about this place.
1503,The ambiance was incredible.
1504,The waitress and manager are so friendly.
1505,I would not recommend this place.
1506,Overall I wasn't very impressed with Noca.
1507,My gyro was basically lettuce only.
1508,Terrible service!
1509,Thoroughly disappointed!
1510,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here."
1511,"Give it a try, you will be happy you did."
1512,By far the BEST cheesecurds we have ever had!
1513,Reasonably priced also!
1514,Everything was perfect the night we were in.
1515,The food is very good for your typical bar food.
1516,it was a drive to get there.
1517,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff."
1518,"Anyway, I do not think i will go back there."
1519,"Point your finger at any item on the menu, order it and you won't be disappointed."
1520,"Oh this is such a thing of beauty, this restaurant."
1521,If you haven't gone here GO NOW!
1522,"A greasy, unhealthy meal."
1523,first time there and might just be the last.
1524,Those burgers were amazing.
1525,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late."
1526,And it was way to expensive.
1527,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for."
1528,This was my first time and I can't wait until the next.
1529,The bartender was also nice.
1530,Everything was good and tasty!
1531,This place is two thumbs up....way up.
1532,"The best place in Vegas for breakfast (just check out a Sat, or Sun."
1533,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place."
1534,Terrible management.
1535,An excellent new restaurant by an experienced Frenchman.
1536,If there were zero stars I would give it zero stars.
1537,"Great steak, great sides, great wine, amazing desserts."
1538,Worst martini ever!
1539,The steak and the shrimp are in my opinion the best entrees at GC.
1540,I had the opportunity today to sample your amazing pizzas!
1541,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).
1542,The yellowtail carpaccio was melt in your mouth fresh.
1543,I won't try going back there even if it's empty.
1544,"No, I'm going to eat the potato that I found some strangers hair in it."
1545,Just spicy enough.. Perfect actually.
1546,Last night was my second time dining here and I was so happy I decided to go back!
1547,"not even a ""hello, we will be right with you."""
1548,The desserts were a bit strange.
1549,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.
1550,"I really do recommend this place, you can go wrong with this donut place!"
1551,Nice ambiance.
1552,I would recommend saving room for this!
1553,I guess maybe we went on an off night but it was disgraceful.
1554,"However, my recent experience at this particular location was not so good."
1555,"I know this is not like the other restaurants at all, something is very off here!"
1556,AVOID THIS ESTABLISHMENT!
1557,I think this restaurant suffers from not trying hard enough.
1558,All of the tapas dishes were delicious!
1559,I *heart* this place.
1560,My salad had a bland vinegrette on the baby greens and hearts of Palm.
1561,After two I felt disgusting.
1562,A good time!
1563,I believe that this place is a great stop for those with a huge belly and hankering for sushi.
1564,Generous portions and great taste.
1565,I will never go back to this place and will never ever recommended this place to anyone!
1566,"The servers went back and forth several times, not even so much as an ""Are you being helped?"""
1567,Food was delicious!
1568,AN HOUR... seriously?
1569,I consider this theft.
1570,Eew... This location needs a complete overhaul.
1571,We recently witnessed her poor quality of management towards other guests as well.
1572,Waited and waited and waited.
1573,"He also came back to check on us regularly, excellent service."
1574,Our server was super nice and checked on us many times.
1575,"The pizza tasted old, super chewy in not a good way."
1576,I swung in to give them a try but was deeply disappointed.
1577,Service was good and the company was better!
1578,The staff are also very friendly and efficient.
1579,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks."
1580,Boy was that sucker dry!!.
1581,Over rated.
1582,"If you look for authentic Thai food, go else where."
1583,Their steaks are 100% recommended!
1584,After I pulled up my car I waited for another 15 minutes before being acknowledged.
1585,Great food and great service in a clean and friendly setting.
1586,"All in all, I can assure you I'll be back."
1587,I hate those things as much as cheap quality black olives.
1588,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar."
1589,The kids play area is NASTY!
1590,Great place fo take out or eat in.
1591,The waitress was friendly and happy to accomodate for vegan/veggie options.
1592,OMG I felt like I had never eaten Thai food until this dish.
1593,"It was extremely ""crumby"" and pretty tasteless."
1594,It was a pale color instead of nice and char and has NO flavor.
1595,The croutons also taste homemade which is an extra plus.
1596,I got home to see the driest damn wings ever!
1597,It'll be a regular stop on my trips to Phoenix!
1598,I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.
1599,Not good for the money.
1600,I miss it and wish they had one in Philadelphia!
1601,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived."
1602,They also have the best cheese crisp in town.
1603,"Good value, great food, great service."
1604,Couldn't ask for a more satisfying meal.
1605,The food is good.
1606,It was awesome.
1607,I just wanted to leave.
1608,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!
1609,I will not be eating there again.
1610,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!
1611,I checked out this place a couple years ago and was not impressed.
1612,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy."
1613,"Sorry, I will not be getting food from here anytime soon :("
1614,An absolute must visit!
1615,The cow tongue and cheek tacos are amazing.
1616,My friend did not like his Bloody Mary.
1617,"Despite how hard I rate businesses, its actually rare for me to give a 1 star."
1618,They really want to make your experience a good one.
1619,I will not return.
1620,I had the chicken Pho and it tasted very bland.
1621,Very disappointing!!!
1622,The grilled chicken was so tender and yellow from the saffron seasoning.
1623,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait."
1624,Pretty awesome place.
1625,Ambience is perfect.
1626,Best of luck to the rude and non-customer service focused new management.
1627,Any grandmother can make a roasted chicken better than this one.
1628,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.
1629,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!"
1630,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !
1631,The roast beef sandwich tasted really good!
1632,"Same evening, him and I are both drastically sick."
1633,High-quality chicken on the chicken Caesar salad.
1634,Ordered burger rare came in we'll done.
1635,We were promptly greeted and seated.
1636,Tried to go here for lunch and it was a madhouse.
1637,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable."
1638,"After waiting an hour and being seated, I was not in the greatest of moods."
1639,This is a good joint.
1640,The Macarons here are insanely good.
1641,I'm not eating here!
1642,"Our waiter was very attentive, friendly, and informative."
1643,Maybe if they weren't cold they would have been somewhat edible.
1644,This place has a lot of promise but fails to deliver.
1645,Very bad Experience!
1646,What a mistake.
1647,Food was average at best.
1648,Great food.
1649,We won't be going back anytime soon!
1650,Very Very Disappointed ordered the $35 Big Bay Plater.
1651,Great place to relax and have an awesome burger and beer.
1652,It is PERFECT for a sit-down family meal or get together with a few friends.
1653,"Not much flavor to them, and very poorly constructed."
1654,The patio seating was very comfortable.
1655,The fried rice was dry as well.
1656,Hands down my favorite Italian restaurant!
1657,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas."
1658,It was just not a fun experience.
1659,The atmosphere was great with a lovely duo of violinists playing songs we requested.
1660,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!)."
1661,"Very convenient, since we were staying at the MGM!"
1662,The owners are super friendly and the staff is courteous.
1663,Both great!
1664,Eclectic selection.
1665,The sweet potato tots were good but the onion rings were perfection or as close as I have had.
1666,The staff was very attentive.
1667,And the chef was generous with his time (even came around twice so we can take pictures with him).
1668,"The owner used to work at Nobu, so this place is really similar for half the price."
1669,Google mediocre and I imagine Smashburger will pop up.
1670,dont go here.
1671,I promise they won't disappoint.
1672,As a sushi lover avoid this place by all means.
1673,What a great double cheeseburger!
1674,Awesome service and food.
1675,A fantastic neighborhood gem !!!
1676,I can't wait to go back.
1677,The plantains were the worst I've ever tasted.
1678,It's a great place and I highly recommend it.
1679,Service was slow and not attentive.
1680,"I gave it 5 stars then, and I'm giving it 5 stars now."
1681,Your staff spends more time talking to themselves than me.
1682,Dessert: Panna Cotta was amazing.
1683,"Very good food, great atmosphere.1"
1684,Damn good steak.
1685,Total brunch fail.
1686,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo."
1687,"The decor is nice, and the piano music soundtrack is pleasant."
1688,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!
1689,"Good food , good service ."
1690,It was absolutely amazing.
1691,"I probably won't be back, to be honest."
1692,will definitely be back!
1693,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.
1694,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good."
1695,Went for lunch - service was slow.
1696,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed."
1697,I was mortified.
1698,"Needless to say, we will never be back here again."
1699,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more."
1700,"The chips that came out were dripping with grease, and mostly not edible."
1701,I wasn't really impressed with Strip Steak.
1702,Have been going since 2007 and every meal has been awesome!!
1703,Our server was very nice and attentive as were the other serving staff.
1704,The cashier was friendly and even brought the food out to me.
1705,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.
1706,The atmosphere here is fun.
1707,Would not recommend to others.
1708,"Service is quick and even ""to go"" orders are just like we like it!"
1709,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!"
1710,"That said, our mouths and bellies were still quite pleased."
1711,Not my thing.
1712,2 Thumbs Up!!
1713,If you are reading this please don't go there.
1714,"I loved the grilled pizza, reminded me of legit Italian pizza."
1715,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!
1716,They have a really nice atmosphere.
1717,Tonight I had the Elk Filet special...and it sucked.
1718,"After one bite, I was hooked."
1719,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.
1720,"Cute, quaint, simple, honest."
1721,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.
1722,"The food was great as always, compliments to the chef."
1723,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.
1724,Awesome selection of beer.
1725,Great food and awesome service!
1726,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that."
1727,A FLY was in my apple juice.. A FLY!!!!!!!!
1728,The Han Nan Chicken was also very tasty.
1729,"As for the service, I thought it was good."
1730,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us."
1731,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.
1732,Nicest Chinese restaurant I've been in a while.
1733,"Overall, I like there food and the service."
1734,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.
1735,"Probably never coming back, and wouldn't recommend it."
1736,"Friend's pasta -- also bad, he barely touched it."
1737,"Try them in the airport to experience some tasty food and speedy, friendly service."
1738,I love the decor with the Chinese calligraphy wall paper.
1739,Never had anything to complain about here.
1740,The restaurant is very clean and has a family restaurant feel to it.
1741,It was way over fried.
1742,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.
1743,"When I opened the sandwich, I was impressed, but not in a good way."
1744,Will not be back!
1745,There was a warm feeling with the service and I felt like their guest for a special treat.
1746,An extensive menu provides lots of options for breakfast.
1747,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from."
1748,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!"
1749,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.
1750,"I got to enjoy the seafood salad, with a fabulous vinegrette."
1751,"The wontons were thin, not thick and chewy, almost melt in your mouth."
1752,"Level 5 spicy was perfect, where spice didn't over-whelm the soup."
1753,We were sat right on time and our server from the get go was FANTASTIC!
1754,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up."
1755,"When I'm on this side of town, this will definitely be a spot I'll hit up again!"
1756,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.
1757,This is a GREAT place to eat!
1758,The jalapeno bacon is soooo good.
1759,The service was poor and thats being nice.
1760,"Food was good, service was good, Prices were good."
1761,The place was not clean and the food oh so stale!
1762,"The chicken dishes are OK, the beef is like shoe leather."
1763,But the service was beyond bad.
1764,"I'm so happy to be here!!!"""
1765,Tasted like dirt.
1766,One of the few places in Phoenix that I would definately go back to again .
1767,The block was amazing.
1768,"It's close to my house, it's low-key, non-fancy, affordable prices, good food."
1769,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!
1770,My sashimi was poor quality being soggy and tasteless.
1771,Great time - family dinner on a Sunday night.
1772,"the food is not tasty at all, not to say its ""real traditional Hunan style""."
1773,"What did bother me, was the slow service."
1774,The flair bartenders are absolutely amazing!
1775,Their frozen margaritas are WAY too sugary for my taste.
1776,These were so good we ordered them twice.
1777,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.
1778,My girlfriend's veal was very bad.
1779,"Unfortunately, it was not good."
1780,I had a pretty satifying experience.
1781,Join the club and get awesome offers via email.
1782,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder."
1783,Bland and flavorless is a good way of describing the barely tepid meat.
1784,"The chains, which I'm no fan of, beat this place easily."
1785,The nachos are a MUST HAVE!
1786,We will not be coming back.
1787,"I don't have very many words to say about this place, but it does everything pretty well."
1788,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff."
1789,"Great atmosphere, friendly and fast service."
1790,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.
1791,Once your food arrives it's meh.
1792,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.
1793,The classic Maine Lobster Roll was fantastic.
1794,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too."
1795,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.
1796,"The chips and salsa were really good, the salsa was very fresh."
1797,This place is great!!!!!!!!!!!!!!
1798,Mediocre food.
1799,Once you get inside you'll be impressed with the place.
1800,I'm super pissd.
1801,And service was super friendly.
1802,Why are these sad little vegetables so overcooked?
1803,This place was such a nice surprise!
1804,They were golden-crispy and delicious.
1805,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat."
1806,I could eat their bruschetta all day it is devine.
1807,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.
1808,"Lastly, the mozzarella sticks, they were the best thing we ordered."
1809,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was."
1810,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!
1811,The service was terrible though.
1812,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!"
1813,It was packed!!
1814,I love this place.
1815,I can say that the desserts were yummy.
1816,The food was terrible.
1817,The seasonal fruit was fresh white peach puree.
1818,It kept getting worse and worse so now I'm officially done.
1819,This place should honestly be blown up.
1820,But I definitely would not eat here again.
1821,Do not waste your money here!
1822,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.
1823,The crêpe was delicate and thin and moist.
1824,Awful service.
1825,Won't ever go here again.
1826,Food quality has been horrible.
1827,For that price I can think of a few place I would have much rather gone.
1828,The service here is fair at best.
1829,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services."
1830,Do yourself a favor and stay away from this dish.
1831,Very poor service.
1832,No one at the table thought the food was above average or worth the wait that we had for it.
1833,"Best service and food ever, Maria our server was so good and friendly she made our day."
1834,They were excellent.
1835,I paid the bill but did not tip because I felt the server did a terrible job.
1836,Just had lunch here and had a great experience.
1837,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.
1838,Food is way overpriced and portions are fucking small.
1839,I recently tried Caballero's and I have been back every week since!
1840,"for 40 bucks a head, i really expect better food."
1841,The food came out at a good pace.
1842,"I ate there twice on my last visit, and especially enjoyed the salmon salad."
1843,I won't be back.
1844,We could not believe how dirty the oysters were!
1845,This place deserves no stars.
1846,I would not recommend this place.
1847,"In fact I'm going to round up to 4 stars, just because she was so awesome."
1848,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted."
1849,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!"
1850,the potatoes were great and so was the biscuit.
1851,I probably would not go here again.
1852,So flavorful and has just the perfect amount of heat.
1853,The price is reasonable and the service is great.
1854,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either."
1855,My fella got the huevos rancheros and they didn't look too appealing.
1856,"Went in for happy hour, great list of wines."
1857,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!
1858,I probably won't be coming back here.
1859,Worst food/service I've had in a while.
1860,"This place is pretty good, nice little vibe in the restaurant."
1861,Talk about great customer service of course we will be back.
1862,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil."
1863,I love their fries and their beans.
1864,Always a pleasure dealing with him.
1865,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval."
1866,This place is awesome if you want something light and healthy during the summer.
1867,"For sushi on the Strip, this is the place to go."
1868,"The service was great, even the manager came and helped with our table."
1869,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.
1870,"I started this review with two stars, but I'm editing it to give it only one."
1871,this is the worst sushi i have ever eat besides Costco's.
1872,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting."
1873,My boyfriend and i sat at the bar and had a completely delightful experience.
1874,Weird vibe from owners.
1875,There was hardly any meat.
1876,I've had better bagels from the grocery store.
1877,Go To Place for Gyros.
1878,"I love the owner/chef, his one authentic Japanese cool dude!"
1879,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless."
1880,I found a six inch long piece of wire in my salsa.
1881,"The service was terrible, food was mediocre."
1882,We definately enjoyed ourselves.
1883,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.
1884,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate."
1885,I had about two bites and refused to eat anymore.
1886,The service was extremely slow.
1887,"After 20 minutes wait, I got a table."
1888,Seriously killer hot chai latte.
1889,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts."
1890,My boyfriend tried the Mediterranean Chicken Salad and fell in love.
1891,Their rotating beers on tap is also a highlight of this place.
1892,Pricing is a bit of a concern at Mellow Mushroom.
1893,Worst Thai ever.
1894,If you stay in Vegas you must get breakfast here at least once.
1895,I want to first say our server was great and we had perfect service.
1896,The pizza selections are good.
1897,"I had strawberry tea, which was good."
1898,Highly unprofessional and rude to a loyal patron!
1899,"Overall, a great experience."
1900,Spend your money elsewhere.
1901,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!
1902,The Buffet at Bellagio was far from what I anticipated.
1903,"And the drinks are WEAK, people!"
1904,-My order was not correct.
1905,"Also, I feel like the chips are bought, not made in house."
1906,After the disappointing dinner we went elsewhere for dessert.
1907,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!
1908,We won't be returning.
1909,This is my new fav Vegas buffet spot.
1910,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.
1911,"Very, very sad."
1912,"i felt insulted and disrespected, how could you talk and judge another human being like that?"
1913,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!"
1914,I'm not impressed with the concept or the food.
